269,02 29.1,+67 25,25 , 4.6,STAR 46:69 @232,ADS 1860, 9 ST,,1980=2.4 @234
270,02 37.0,+24 39,383 , 6.6,STAR 6.6:7.4 @276,ADS 1982, 9 ST,,1973 Yellow:pBIue
271,02 43.3,+03 15,28 , 3.6,STAR 3.6:6.2 @297,ADS 2080, 9 ST,,1974 Yellow:Ashen
272,03 14.1,+00 11,11 , 8.8,STAR 8.8:8.8 @139,ADS 2416, 9 ST,,1980=1.0 @144
273,03 17.8,+38 38,8 , 7.8,STAR 7.8:8.3 @259,ADS 2446, 9 ST,,1980=0.9 @265
274,03 35.0,+60 02,14 , 6.8,STAR 6.8:7.6 @261,ADS 2612, 9 ST,,1980=1.3 @258
275,03 34.5,+24 28,7 , 6.6,STAR 66:67 @002,ADS 2616, 9 ST,,1980=0.6 @006
276,03 50.3,+25 35,4 , 5.8,STAR 58:62 @211,ADS 2799, 9 ST,,1980=0.6 @207
277,03 54.3,-02 57,67 , 4.7,STAR 4.7:6.2 @347,ADS 2850, 9 ST,,Fixed
278,04 09.9,+80 42,7 , 5.5,STAR 55:63 @120,ADS 2963, 9 ST,,1980=0.8 @109
279,04 07.5,+38 05,16 , 7.4,STAR 7.4:8.9 @353,ADS 2995, 9 ST,,1980=1.4 @003
280,04 16.0,+31 42,7 , 8.0,STAR 8.0:8.1 @275,ADS 3082, 9 ST,,1980=0.8 @270
281,04 20.4,+27 21,496 , 5.1,STAR 51:85 @496,ADS 3137, 9 ST,,1973 Yel/Ora:Blue
282,04 22.8,+15 03,14 , 7.3,STAR 7.3:8.5 @352,ADS 3169, 9 ST,,Purple:BIue
283,05 07.9,+08 30,7 , 5.8,STAR 58:65 @349,ADS 3711, 9 ST,,1980=0.7 @021
284,05 14.5,-08 12,92 , 0.2,STAR 02:67 @206,ADS 3823, 9 ST,Rigel,
285,05 35.2,+09 56,43 , 3.6,STAR 3.6:5.5 @044,ADS 4179, 9 ST,,1959 Yallow:Purple
286,05 35.3,-05 23,132 , 5.1,STAR 5.4:6.8:6.8,ADS 4186, 9 ST,Trapezium in M42,
287,06 28.8,-07 02,99 , 4.6,STAR 4.6:5.1:5.4,ADS 5107, 9 ST,,Fixed White Stars
288,06 46.3,+59 27,17 , 5.4,STAR 5.4:6.0 @074,ADS 5400, 9 ST,,1980=1.7 @079
289,06 45.3,-16 42,45, -1.5,STAR -1.5:8.5 @005,ADS 4523, 9 ST,,1980=10.3 @049
290,07 12.8,+27 14,13 , 7.2,STAR 72:72 @316,ADS 5871, 9 ST,,1980=1.3 @320 120y
291,07 30.3,+49 59,8 , 8.8,STAR 8.8:8.8 @195,ADS 6117, 9 ST,,1980=0.8 @189
292,07 34.6,+31 53,30 , 1.9,STAR 1.9:2.9 @073,ADS 6175, 9 ST,,1980=2.2 @095 420y
293,08 12.2,+17 39,6 , 5.6,STAR 56:60 @182,ADS 6650, 9 ST,,Yellow:Yellow:Blue
294,09 21.1,+38 11,11 , 6.5,STAR 6.5:6.7 @271,ADS 7307, 9 ST,,1980=1.1 @254
295,10 16.3,+17 44,14 , 7.2,STAR 72:75 @181,ADS 7704, 9 ST,,1980=1.4 @183
296,10 20.0,+19 51,44 , 2.2,STAR 22:35 @124,ADS 7724, 9 ST,,1980=4.3 @123
297,11 18.3,+31 32,13 , 4.3,STAR 4.3:4.8 @060,ADS 8119, 9 ST,,1980=2.9 @105
298,11 32.4,+61 05,6 , 5.8,STAR 5.8:7.1 @295,ADS 8197, 9 ST,,1980=0.4 @211
299,12 16.1,+40 39,115 , 5.9,STAR 5.9:9.0 @260,ADS 8489, 9 ST,,1925 60ld:Blue
300,12 24.4,+25 35,16 , 6.8,STAR 6.8:7.8 @325,ADS 8539, 9 ST,,1980=1.5 @326
301,12 26.6,-63 06,47 , 1.6,STAR 1.6:2.1 @114, Alpha Cru, 9 ST,,1943 White:White
302,12 35.1,+18 22,202 , 5.2,STAR 52:68 @271,ADS 8600, 9 ST,,1963 Yellow:vBlue
303,12 41.7,-01 28,30 , 3.5,STAR 35:35 @287,ADS 8630, 9 ST,,1980=3.9 @297 White
304,12 53.3,+21 15,8 , 5.1,STAR 5.1:7.2 @194,ADS 8695, 9 ST,,1980=0.8 @175
305,13 23.9,+54 55,144 , 2.3,STAR 23:40 @151,ADS 8891, 9 ST,,1967
306,13 49.1,+26 59,34 , 7.6,STAR 7.6:8.0 @167,ADS 9031, 9 ST,,1980=3.4 @159
307,14 15.3,+03 08,12 , 7.8,STAR 7.8:7.9 @239,ADS 9182, 9 ST,,1980=1.1 @252
308,14 20.4,+48 30,13 , 8.1,STAR 81:83 @105,ADS 9229, 9 ST,,1980=1.2 @104 White
309,14 40.0,-60 51,197 , 0.0,STAR 0.0:1.2 @214,Alpha Gen, 9 ST,,1980=21.8 @209
310,14 41.2,+13 44,10 , 4.5,STAR 4.5:4.6 @160,ADS 9343, 9 ST,,1980=1.1 @305 White
311,14 45.0,+27 04,28 , 2.5,STAR 2.5:5.0 @339,ADS 9372, 9 ST,,1971 Orange:6reen
312,14 51.4,+19 06,70 , 4.7,STAR 4.7:6.9 @326,ADS 9413, 9 ST,,Orange:Blue
313,14 51.4,+44 56,11 , 8.4,STAR 8.4:8.6 @348,ADS 9418, 9 ST,,1980=1.1 @346
314,15 18.4,+26 50,15 , 7.3,STAR 7.3:7.4 @255,ADS 9578, 9 ST,,1980=1.4 @250
315,15 23.2,+30 17,10 , 5.6,STAR 5.6:5.9 @027,ADS 9617, 9 ST,,1980=0.4 @321
316,15 24.5,+37 20,22 , 7.0,STAR 7.0:7.6 @012,ADS 9626, 9 ST,,1980=2.2 @016
317,15 34.8,+10 32,39 , 4.1,STAR 4.1:5.2 @179,ADS 9701, 9 ST,,1960 YeI-Whi:Ashen
318,15 39.4,+36 38,63 , 5.1,STAR 51:60 @305,ADS 9737, 9 ST,,1957
319,16 04.4,-11 22,7 , 4.9,STAR 4.9:4.9 @044,ADS 9909, 9 ST,,1980=1.2 @021
320,16 14.7,+33 51,69 , 5.6,STAR 5.6:6.6 @235,ADS 9979, 9 ST,,1980=6.7 @233
321,16 29.4,-26 26,24 , 0.9,STAR 09:55 @276,ADS 10074, 9 ST,Antares ,Red:pGreen
322,16 28.9,+18 24,17 , 7.7,STAR 7.7:7.8 @129,ADS 10075, 9 ST,,1980=1.4 @136
323,16 30.9,+01 59,15 , 4.2,STAR 42:52 @022,ADS 10087, 9 ST,,1980=1.3 @ 013
324,16 56.5,+65 02,14 , 7.1,STAR 7.1:7.3 @069,ADS 10279, 9 ST,,1980=1.3 @069
325,17 05.4,+54 28,19 , 5.7,STAR 57:57 @025,ADS 10345, 9 ST,,1980=1.9 @042
326,17 15.4,-26 35,48 , 5.1,STAR 51:51 @151,ADS 10417, 9 ST,,Orange:0range
327,17 14.7,+14 24,47 , 3.2,STAR 3.2:5.4 @107,ADS 10418, 9 ST,,1968 Yellow:Blue
328,17 23.7,+37 08,40 , 4.6,STAR 4.6:5.5 @316,ADS 10526, 9 ST,,1964
329,18 01.5,+21 36,65 , 5.1,STAR 51:52 @258,ADS 10993, 9 ST,,1953 Yellow:pRed
330,18 03.1,-08 11,18 , 5.2,STAR 52:59 @280,ADS 11005, 9 ST,,1980=1.9 @277
331,18 05.3,+02 32,15 , 4.2,STAR 4.2:6.0 @220,ADS 11046, 9 ST,,Yel-Ora:0ra
332,18 25.0,+27 24,7 , 6.5,STAR 65:75 @126,ADS 11334, 9 ST,,1980=0.7 @129
333,18 35.8,+16 58,15 , 6.8,STAR 6.8:7.0 @155,ADS 11483, 9 ST,,1980=1.6 @161
334,18 44.4,+39 40,26 , 5.0,STAR 5.0:6.1 @353,ADS 11635, 9 ST,,1980=2.7 @355 White
335,18 44.4,+39 36,24 , 5.2,STAR 52:55 @080,ADS 11635, 9 ST,,1980=2.3 @084 White
336,18 57.1,+32 54,10 , 5.4,STAR 54:75 @021,ADS 11871, 9 ST,,1980=1.1 @051
337,19 06.4,-37 03,13 , 4.8,STAR 4.8:5.1 @109,Gamma crA, 9 ST,,1980=1.5 @157
338,19 26.5,+27 19,20 , 8.1,STAR 8.1:8.4 @292,ADS 12447, 9 ST,,1980=1.8 @293
339,19 30.7,+27 58,344 , 3.2,STAR 3.2:5.4 @054,ADS 12540, 9 ST,,1967 Gold:Blue
340,19 45.5,+33 37,24 , 8.3,STAR 83:84 @349,ADS 12889, 9 ST,,1980=2.0 @357
341,20 21.0,-14 46,2050 , 3.1,STAR 3.1:6.2 @267,Beta Cap, 9 ST,,Yellow:Blue
342,20 46.6,+16 08,98 , 4.3,STAR 4.3:5.2 @268,ADS 14279, 9 ST,,1967 Gold:Blue-Gre
343,20 47.5,+36 29,9 , 4.9,STAR 4.9:6.1 @011,ADS 14296, 9 ST,,White:pBlue
344,20 59.1,+04 18,10 , 6.0,STAR 60:63 @285,ADS 14499, 9 ST,,1980=1.1 @286
345,21 02.3,+07 11,28 , 7.3,STAR 7.3:7.5 @217,ADS 14556, 9 ST,,1961
346,21 06.7,+38 42,297 , 5.2,STAR 5.2:6.0 @148,ADS 14636, 9 ST,,1980=29.0 @146
347,22 28.8,+00 15,19 , 4.3,STAR 4.3:4.5 @207,ADS 15971, 9 ST,,pYellow:pBlue
348,22 28.2,+57 42,33 , 9.8,STAR 9.8:11.5 @132,ADS 15972, 9 ST,,1980=2.6 @176 Reds
349,22 33.0,+69 55,4 , 6.5,STAR 65:70 @094,ADS 16057, 9 ST,,1980=0.5 @086
350,23 34.0,+31 20,4 , 5.6,STAR 56:57 @280,ADS 16836, 9 ST,,1980=0.4 @267
351,21 12.3,-88 58,, 5.5,STAR VAR 5.3-5.7 F0III,Sigma Oct, 8 ST,S—Pole * Sigma Oct,
